timestamp_us,motor[0],motor[1],motor[2],motor[3],motor[4],motor[5],motor[6],motor[7],motor[8],motor[9],motor[10],motor[11],servo[0],servo[1],servo[2],servo[3],servo[4],servo[5],servo[6],servo[7]
7632000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0009,-0.0040,-0.0008,-0.0012,nan,nan,nan,nan
7636000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0037,-0.0041,-0.0009,-0.0012,nan,nan,nan,nan
7640000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0049,-0.0040,-0.0009,-0.0011,nan,nan,nan,nan
7644000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0040,-0.0025,-0.0009,-0.0011,nan,nan,nan,nan
7648000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0046,-0.0001,-0.0011,-0.0009,nan,nan,nan,nan
7652000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0070,0.0006,-0.0011,-0.0008,nan,nan,nan,nan
7656000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0077,-0.0006,-0.0012,-0.0008,nan,nan,nan,nan
7660000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0044,-0.0016,-0.0012,-0.0008,nan,nan,nan,nan
7664000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0015,-0.0016,-0.0012,-0.0008,nan,nan,nan,nan
7668000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0012,-0.0012,-0.0012,-0.0008,nan,nan,nan,nan
7672000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0007,-0.0009,-0.0011,-0.0009,nan,nan,nan,nan
7676000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0006,-0.0010,-0.0011,-0.0009,nan,nan,nan,nan
7680000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0022,-0.0013,-0.0011,-0.0009,nan,nan,nan,nan
7684000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0028,-0.0015,-0.0010,-0.0010,nan,nan,nan,nan
7688000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0001,-0.0020,-0.0010,-0.0010,nan,nan,nan,nan
7692000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0024,-0.0039,-0.0009,-0.0011,nan,nan,nan,nan
7696000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0017,-0.0049,-0.0008,-0.0012,nan,nan,nan,nan
7700000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0006,-0.0036,-0.0008,-0.0013,nan,nan,nan,nan
7704000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0002,-0.0007,-0.0007,-0.0013,nan,nan,nan,nan
7708000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0008,0.0029,-0.0007,-0.0013,nan,nan,nan,nan
7712000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0030,0.0025,-0.0007,-0.0013,nan,nan,nan,nan
7716000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0052,-0.0021,-0.0006,-0.0014,nan,nan,nan,nan
7720000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0050,-0.0039,-0.0007,-0.0013,nan,nan,nan,nan
7724000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0042,-0.0022,-0.0008,-0.0013,nan,nan,nan,nan
7728000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0037,-0.0013,-0.0008,-0.0012,nan,nan,nan,nan
7732000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0026,-0.0009,-0.0009,-0.0012,nan,nan,nan,nan
7736000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0013,0.0001,-0.0008,-0.0012,nan,nan,nan,nan
7740000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0003,-0.0002,-0.0008,-0.0012,nan,nan,nan,nan
7744000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0019,-0.0007,-0.0008,-0.0012,nan,nan,nan,nan
7748000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0025,-0.0003,-0.0008,-0.0012,nan,nan,nan,nan
7752000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0011,0.0002,-0.0008,-0.0012,nan,nan,nan,nan
7756000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0008,-0.0003,-0.0008,-0.0012,nan,nan,nan,nan
7760000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0016,0.0001,-0.0008,-0.0013,nan,nan,nan,nan
7764000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0010,0.0016,-0.0007,-0.0013,nan,nan,nan,nan
7768000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0003,0.0009,-0.0007,-0.0013,nan,nan,nan,nan
7772000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0030,-0.0004,-0.0007,-0.0013,nan,nan,nan,nan
7776000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0066,-0.0006,-0.0008,-0.0013,nan,nan,nan,nan
7780000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0070,-0.0019,-0.0008,-0.0012,nan,nan,nan,nan
7784000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0064,-0.0029,-0.0009,-0.0011,nan,nan,nan,nan
7788000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0056,-0.0020,-0.0009,-0.0011,nan,nan,nan,nan
7792000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0019,-0.0016,-0.0009,-0.0011,nan,nan,nan,nan
7796000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0001,-0.0021,-0.0009,-0.0011,nan,nan,nan,nan
7800000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0020,-0.0011,-0.0009,-0.0011,nan,nan,nan,nan
7804000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0024,0.0004,-0.0009,-0.0011,nan,nan,nan,nan
7808000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0016,0.0004,-0.0008,-0.0012,nan,nan,nan,nan
7812000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0022,0.0010,-0.0009,-0.0011,nan,nan,nan,nan
7816000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0029,0.0021,-0.0009,-0.0011,nan,nan,nan,nan
7820000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0034,0.0013,-0.0009,-0.0011,nan,nan,nan,nan
7824000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0030,-0.0005,-0.0010,-0.0011,nan,nan,nan,nan
7828000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0017,-0.0010,-0.0010,-0.0011,nan,nan,nan,nan
7832000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0012,0.0014,-0.0009,-0.0011,nan,nan,nan,nan
7836000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0039,0.0031,-0.0009,-0.0011,nan,nan,nan,nan
7840000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0028,0.0006,-0.0009,-0.0011,nan,nan,nan,nan
7844000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0015,-0.0034,-0.0008,-0.0012,nan,nan,nan,nan
7848000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0060,-0.0050,-0.0007,-0.0013,nan,nan,nan,nan
7852000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0069,-0.0041,-0.0006,-0.0014,nan,nan,nan,nan
7856000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0052,-0.0028,-0.0006,-0.0014,nan,nan,nan,nan
7860000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0042,-0.0007,-0.0006,-0.0014,nan,nan,nan,nan
7864000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0039,0.0015,-0.0007,-0.0013,nan,nan,nan,nan
7868000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0041,0.0014,-0.0008,-0.0012,nan,nan,nan,nan
7872000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0033,-0.0014,-0.0008,-0.0012,nan,nan,nan,nan
7876000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0029,-0.0033,-0.0007,-0.0013,nan,nan,nan,nan
7880000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0044,-0.0028,-0.0007,-0.0014,nan,nan,nan,nan
7884000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0041,-0.0011,-0.0006,-0.0015,nan,nan,nan,nan
7888000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0010,0.0008,-0.0005,-0.0016,nan,nan,nan,nan
7892000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0017,0.0009,-0.0004,-0.0017,nan,nan,nan,nan
7896000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0007,-0.0004,-0.0003,-0.0018,nan,nan,nan,nan
7900000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0013,-0.0010,-0.0002,-0.0018,nan,nan,nan,nan
7904000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0009,-0.0001,-0.0002,-0.0018,nan,nan,nan,nan
7908000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0012,0.0001,-0.0003,-0.0017,nan,nan,nan,nan
7912000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0039,-0.0009,-0.0004,-0.0016,nan,nan,nan,nan
7916000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0063,-0.0006,-0.0005,-0.0015,nan,nan,nan,nan
7920000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0056,0.0006,-0.0006,-0.0014,nan,nan,nan,nan
7924000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0012,0.0008,-0.0005,-0.0015,nan,nan,nan,nan
7928000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0021,-0.0014,-0.0004,-0.0016,nan,nan,nan,nan
7932000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0002,-0.0029,-0.0004,-0.0017,nan,nan,nan,nan
7936000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0025,-0.0010,-0.0004,-0.0017,nan,nan,nan,nan
7940000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0021,0.0019,-0.0004,-0.0017,nan,nan,nan,nan
7944000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0006,0.0025,-0.0004,-0.0016,nan,nan,nan,nan
7948000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0019,0.0003,-0.0004,-0.0016,nan,nan,nan,nan
7952000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0007,-0.0010,-0.0004,-0.0016,nan,nan,nan,nan
7956000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005,-0.0002,-0.0004,-0.0016,nan,nan,nan,nan
7960000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0028,-0.0010,-0.0004,-0.0016,nan,nan,nan,nan
7964000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0044,-0.0037,-0.0004,-0.0016,nan,nan,nan,nan
7968000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0035,-0.0043,-0.0004,-0.0017,nan,nan,nan,nan
7972000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0034,-0.0012,-0.0004,-0.0016,nan,nan,nan,nan
7976000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0047,0.0015,-0.0004,-0.0016,nan,nan,nan,nan
7980000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0034,0.0005,-0.0004,-0.0016,nan,nan,nan,nan
7984000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0009,-0.0013,-0.0005,-0.0016,nan,nan,nan,nan
7988000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0009,-0.0011,-0.0005,-0.0015,nan,nan,nan,nan
7992000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0008,0.0005,-0.0007,-0.0013,nan,nan,nan,nan
7996000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0002,0.0014,-0.0009,-0.0012,nan,nan,nan,nan
8000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0001,0.0005,-0.0010,-0.0010,nan,nan,nan,nan
8004000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0005,-0.0000,-0.0010,-0.0010,nan,nan,nan,nan
8008000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000,0.0004,-0.0010,-0.0010,nan,nan,nan,nan
8012000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0010,-0.0010,-0.0010,-0.0010,nan,nan,nan,nan
8016000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0022,-0.0032,-0.0010,-0.0010,nan,nan,nan,nan
8020000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0033,-0.0036,-0.0011,-0.0009,nan,nan,nan,nan
8024000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0028,-0.0042,-0.0011,-0.0009,nan,nan,nan,nan
8028000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0013,-0.0054,-0.0011,-0.0008,nan,nan,nan,nan
8032000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0001,-0.0029,-0.0011,-0.0009,nan,nan,nan,nan
8036000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0011,0.0015,-0.0011,-0.0009,nan,nan,nan,nan
8040000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0001,0.0038,-0.0010,-0.0010,nan,nan,nan,nan
8044000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0022,0.0036,-0.0010,-0.0010,nan,nan,nan,nan
8048000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0018,0.0025,-0.0010,-0.0010,nan,nan,nan,nan
8052000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0011,0.0015,-0.0010,-0.0010,nan,nan,nan,nan
8056000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0006,0.0004,-0.0010,-0.0010,nan,nan,nan,nan
8060000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000,-0.0000,-0.0010,-0.0010,nan,nan,nan,nan
8064000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0010,0.0000,-0.0009,-0.0011,nan,nan,nan,nan
8068000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0024,-0.0003,-0.0008,-0.0012,nan,nan,nan,nan
8072000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0038,-0.0004,-0.0008,-0.0013,nan,nan,nan,nan
8076000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0059,-0.0002,-0.0007,-0.0013,nan,nan,nan,nan
8080000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0069,0.0003,-0.0008,-0.0012,nan,nan,nan,nan
8084000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0055,0.0004,-0.0009,-0.0011,nan,nan,nan,nan
8088000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0035,-0.0014,-0.0010,-0.0010,nan,nan,nan,nan
8092000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0035,-0.0037,-0.0010,-0.0010,nan,nan,nan,nan
8096000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0032,-0.0036,-0.0010,-0.0010,nan,nan,nan,nan
8100000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0030,-0.0009,-0.0009,-0.0011,nan,nan,nan,nan
8104000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0054,0.0014,-0.0009,-0.0011,nan,nan,nan,nan
8108000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0073,0.0012,-0.0010,-0.0010,nan,nan,nan,nan
8112000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0062,-0.0004,-0.0011,-0.0009,nan,nan,nan,nan
8116000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0052,-0.0002,-0.0011,-0.0009,nan,nan,nan,nan
8120000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0066,-0.0002,-0.0011,-0.0009,nan,nan,nan,nan
8124000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0077,-0.0018,-0.0010,-0.0010,nan,nan,nan,nan
8128000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0062,-0.0016,-0.0009,-0.0011,nan,nan,nan,nan
8132000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0028,0.0009,-0.0009,-0.0011,nan,nan,nan,nan
8136000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0013,0.0023,-0.0008,-0.0012,nan,nan,nan,nan
8140000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0039,0.0007,-0.0008,-0.0012,nan,nan,nan,nan
8144000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0037,-0.0021,-0.0008,-0.0012,nan,nan,nan,nan
8148000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0020,-0.0020,-0.0008,-0.0012,nan,nan,nan,nan
8152000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0003,-0.0001,-0.0007,-0.0013,nan,nan,nan,nan
8156000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0012,-0.0011,-0.0007,-0.0013,nan,nan,nan,nan
8160000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0024,-0.0040,-0.0008,-0.0013,nan,nan,nan,nan
8164000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005,-0.0039,-0.0008,-0.0012,nan,nan,nan,nan
8168000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0016,-0.0013,-0.0008,-0.0012,nan,nan,nan,nan
8172000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005,0.0001,-0.0008,-0.0012,nan,nan,nan,nan
8176000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0048,-0.0001,-0.0008,-0.0012,nan,nan,nan,nan
8180000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0045,-0.0001,-0.0008,-0.0012,nan,nan,nan,nan
8184000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0006,0.0008,-0.0009,-0.0012,nan,nan,nan,nan
8188000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0024,0.0008,-0.0009,-0.0011,nan,nan,nan,nan
8192000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0005,-0.0010,-0.0009,-0.0011,nan,nan,nan,nan
8196000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0019,-0.0024,-0.0008,-0.0012,nan,nan,nan,nan
8200000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0015,-0.0013,-0.0008,-0.0012,nan,nan,nan,nan
8204000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0040,0.0005,-0.0008,-0.0012,nan,nan,nan,nan
8208000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0067,0.0006,-0.0008,-0.0012,nan,nan,nan,nan
8212000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0054,-0.0012,-0.0009,-0.0011,nan,nan,nan,nan
8216000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0036,-0.0036,-0.0010,-0.0010,nan,nan,nan,nan
8220000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0029,-0.0046,-0.0011,-0.0009,nan,nan,nan,nan
8224000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0031,-0.0046,-0.0011,-0.0009,nan,nan,nan,nan
8228000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0047,-0.0044,-0.0011,-0.0008,nan,nan,nan,nan
8232000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0056,-0.0014,-0.0012,-0.0008,nan,nan,nan,nan
8236000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0051,0.0017,-0.0013,-0.0007,nan,nan,nan,nan
8240000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0037,0.0008,-0.0014,-0.0006,nan,nan,nan,nan
8244000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0011,-0.0021,-0.0014,-0.0006,nan,nan,nan,nan
8248000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0005,-0.0035,-0.0014,-0.0006,nan,nan,nan,nan
8252000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0008,-0.0014,-0.0013,-0.0007,nan,nan,nan,nan
8256000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0010,0.0020,-0.0012,-0.0008,nan,nan,nan,nan
8260000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0017,0.0024,-0.0010,-0.0010,nan,nan,nan,nan
8264000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0032,-0.0008,-0.0009,-0.0011,nan,nan,nan,nan
8268000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0024,-0.0025,-0.0009,-0.0011,nan,nan,nan,nan
8272000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0002,-0.0018,-0.0008,-0.0012,nan,nan,nan,nan
8276000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0043,-0.0019,-0.0008,-0.0012,nan,nan,nan,nan
8280000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0069,-0.0021,-0.0008,-0.0012,nan,nan,nan,nan
8284000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0063,-0.0010,-0.0008,-0.0012,nan,nan,nan,nan
8288000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0049,0.0011,-0.0009,-0.0011,nan,nan,nan,nan
8292000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0034,0.0019,-0.0010,-0.0010,nan,nan,nan,nan
8296000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0023,0.0008,-0.0010,-0.0010,nan,nan,nan,nan
8300000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0030,-0.0003,-0.0010,-0.0010,nan,nan,nan,nan
8304000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0029,-0.0009,-0.0009,-0.0011,nan,nan,nan,nan
8308000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0017,-0.0011,-0.0009,-0.0011,nan,nan,nan,nan
8312000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0002,-0.0016,-0.0010,-0.0011,nan,nan,nan,nan
8316000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0009,-0.0007,-0.0010,-0.0010,nan,nan,nan,nan
8320000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0011,0.0016,-0.0010,-0.0010,nan,nan,nan,nan
8324000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0010,0.0034,-0.0010,-0.0010,nan,nan,nan,nan
8328000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0000,0.0030,-0.0011,-0.0009,nan,nan,nan,nan
8332000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0002,-0.0003,-0.0012,-0.0007,nan,nan,nan,nan
8336000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0010,-0.0028,-0.0013,-0.0007,nan,nan,nan,nan
8340000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0013,-0.0018,-0.0014,-0.0006,nan,nan,nan,nan
8344000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0010,0.0002,-0.0014,-0.0006,nan,nan,nan,nan
8348000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0007,0.0014,-0.0013,-0.0006,nan,nan,nan,nan
8352000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0003,0.0006,-0.0013,-0.0006,nan,nan,nan,nan
8356000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.0002,-0.0028,-0.0014,-0.0006,nan,nan,nan,nan
8360000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0003,-0.0037,-0.0014,-0.0005,nan,nan,nan,nan
8364000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0030,-0.0006,-0.0014,-0.0006,nan,nan,nan,nan
8368000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0064,0.0014,-0.0014,-0.0006,nan,nan,nan,nan
